OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
9161,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM YERIKARAI ST.,S_W187_003,12.962721,80.192744,80.1927441,12.962721,Empty
9162,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM YERIKARAI ST.,S_W187_004,12.961876,80.192669,80.1926685,12.9618759,Empty
9163,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM YERIKARAI ST.,S_W187_005,12.961382,80.192644,80.1926438,12.9613822,Half Full
9164,N14,N187,MADIPAKKAM,PILLAIYAR KOIL STREET,PILLAIYAR KOIL STREET,S_W187_001,12.964903,80.196772,80.1967723,12.9649033,Full
9165,N14,N187,MADIPAKKAM,PILLAIYAR KOIL STREET,PILLAIYAR KOIL STREET,S_W187_002,12.964777,80.197984,80.1979844,12.9647773,Full
9166,N14,N187,MADIPAKKAM,EASWARAN KOIL STREET,EASWARAN KOIL STREET,S_W187_001,12.963407,80.197328,80.1973284,12.9634074,Full
9167,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM  2ND ST,S_W187_001,12.9592,80.193418,80.1934183,12.9591997,Full
9168,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM  7TH STREET,S_W187_001,12.962115,80.193843,80.1938431,12.9621152,Full
9169,N14,N187,MADIPAKKAM,KARTHIKEYAPURAM,KARTHIKEYAPURAM  7TH STREET,S_W187_002,12.962108,80.193857,80.1938567,12.9621082,Empty
9170,N14,N188,Madipakkam,Kulakkarai 2nd Street,Kulakkarai 2nd Street,S_W188_001,12.963833,80.199352,80.1993517,12.9638329,Empty
9171,N14,N188,Madipakkam,Kulakkarai 2nd Street,Kulakkarai 2nd Street,S_W188_002,12.963688,80.198483,80.198483,12.9636881,Full
9172,N14,N188,Madipakkam,Ramachandra Salai,Ramachandra Salai,S_W188_001,12.961469,80.203077,80.2030774,12.9614688,Full
9173,N14,N188,Madipakkam,Ramachandra Salai,Ramachandra Salai,S_W188_002,12.961814,80.20311,80.2031104,12.9618145,Full
9174,N14,N188,Madipakkam,Ramachandra Salai,Ramachandra Salai,S_W188_003,12.962251,80.203144,80.2031437,12.9622511,Full
9175,N14,N188,MADIPAKKAM,LAKSHMI NAGAR,LAKSHMI NAGAR 1ST STREET,S_W188_001,12.957287,80.200919,80.2009191,12.9572868,Half Full
9176,N14,N188,MADIPAKKAM,LAKSHMI NAGAR,LAKSHMI NAGAR 1ST STREET,S_W188_002,12.957185,80.200393,80.2003927,12.9571852,Full
9177,N14,N188,MADIPAKKAM,RAM NAGAR,RAM NAGAR 5TH CROSS STREET,S_W188_001,12.962543,80.206594,80.2065938,12.9625429,Half Full
9178,N14,N188,MADIPAKKAM,RAM NAGAR,RAM NAGAR 5TH CROSS STREET,S_W188_002,12.963591,80.206845,80.2068447,12.9635911,Empty
9179,N14,N188,MADIPAKKAM,RAM NAGAR,RAM NAGAR 5TH CROSS STREET,S_W188_003,12.964751,80.207046,80.2070464,12.9647513,Empty
9180,N14,N188,MADIPAKKAM,MAHALAKSHMI NAGAR,MAHALAKSHMI NAGAR 5TH CROSS STREET,S_W188_001,12.956423,80.194628,80.1946276,12.9564231,Full
9181,N14,N188,MADIPAKKAM,MAHALAKSHMI NAGAR,MAHALAKSHMI NAGAR 5TH CROSS STREET,S_W188_002,12.956943,80.19705,80.1970504,12.9569433,Full
9182,N14,N188,MADIPAKKAM,BAJANAI KOIL STREET,BAJANAI KOIL STREET,S_W188_001,12.963367,80.201798,80.201798,12.9633674,Half Full
9183,N14,N188,MADIPAKKAM,BAJANAI KOIL STREET,BAJANAI KOIL STREET,S_W188_002,12.963851,80.200253,80.2002529,12.9638511,Full
9184,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 3RD MAIN RD,S_W188_001,12.965096,80.204726,80.2047258,12.9650957,Full
9185,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 3RD MAIN RD,S_W188_002,12.964661,80.206148,80.2061477,12.9646614,Half Full
9186,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 3RD MAIN RD,S_W188_002,12.964776,80.206295,80.2062954,12.9647759,Full
9187,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_001,12.962958,80.198554,80.1985537,12.9629577,Full
9188,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_002,12.96266,80.198818,80.1988182,12.9626603,Full
9189,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_003,12.962403,80.198175,80.1981753,12.9624033,Full
9190,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_004,12.96161,80.198691,80.1986914,12.9616097,Half Full
9191,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_005,12.960907,80.198694,80.1986935,12.9609073,Half Full
9192,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_006,12.960388,80.198717,80.1987175,12.960388,Full
9193,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_007,12.959536,80.198725,80.1987253,12.9595358,Full
9194,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_008,12.958269,80.199189,80.1991887,12.9582692,Empty
9195,N14,N188,MADIPAKKAM,DR. AMBEDKAR SALAI,DR. AMBEDKAR SALAI,S_W188_009,12.958324,80.19919,80.1991901,12.9583235,Full
9196,N14,N188,MADIPAKKAM,MAHALAKSHMI NAGAR,MAHALAKSHMI NAGAR 3RD STREET,S_W188_001,12.957015,80.197088,80.1970881,12.9570153,Full
9197,N14,N188,MADIPAKKAM,ENFIELD AVENUE,ENFIELD AVENUE 1ST STREET,S_W188_001,12.955433,80.199125,80.1991249,12.955433,Full
9198,N14,N188,MADIPAKKAM,ENFIELD AVENUE,ENFIELD AVENUE 1ST STREET,S_W188_002,12.955464,80.19913,80.1991303,12.9554643,Full
9199,N14,N188,MADIPAKKAM,RAMAMURTHY NAGAR,RAMAMURTHY NAGAR 2ND STREET,S_W188_001,12.95766,80.192072,80.1920725,12.9576599,Full
9200,N14,N188,MADIPAKKAM,RAMAMURTHY NAGAR,RAMAMURTHY NAGAR 2ND STREET,S_W188_002,12.957683,80.192078,80.1920784,12.9576834,Half Full
9201,N14,N188,MADIPAKKAM,ARULMURUGAN NAGAR,ARULMURUGAN NAGAR,S_W188_001,12.953799,80.192259,80.1922591,12.953799,Full
9202,N14,N188,MADIPAKKAM,LAKSHMI NAGAR,LAKSHMI NAGAR 7TH  STREET,S_W188_001,12.955761,80.201254,80.2012537,12.9557611,Full
9203,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 4TH MAIN RD,S_W188_001,12.964531,80.204409,80.2044094,12.9645314,Half Full
9204,N14,N188,MADIPAKKAM,KUBERA NAGAR EXT.,KUBERA NAGAR 3RD STREET,S_W188_001,12.960295,80.203029,80.2030292,12.9602945,Full
9205,N14,N188,MADIPAKKAM,KUBERA NAGAR EXT.,KUBERA NAGAR 3RD STREET,S_W188_002,12.960312,80.203039,80.2030388,12.9603121,Full
9206,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 6TH MAIN RD,S_W188_001,12.963711,80.201976,80.2019764,12.9637114,Half Full
9207,N14,N188,MADIPAKKAM,KRISHNA NAGAR,KRISHNA NAGAR 2ND STREET,S_W188_001,12.953923,80.190683,80.1906826,12.9539226,Full
9208,N14,N188,MADIPAKKAM,MADIPAKKAM MAIN ROAD,MADIPAKKAM MAIN ROAD,S_W188_001,12.965202,80.201758,80.201758,12.9652022,Full
9209,N14,N188,MADIPAKKAM,SENTHIL NAGAR,SENTHIL NAGAR 1ST STREET,S_W188_001,12.953337,80.193426,80.1934257,12.9533365,Full
9210,N14,N188,MADIPAKKAM,KUBERA NAGAR EXT.,KUBERA NAGAR EXT. 5TH STREET,S_W188_001,12.959544,80.202587,80.2025869,12.9595438,Full
9211,N14,N188,MADIPAKKAM,ARULMURUGAN NAGAR,ARULMURUGAN NAGAR EXTN.,S_W188_002,12.953865,80.19291,80.1929097,12.9538646,Full
9212,N14,N188,MADIPAKKAM,ENFIELD AVENUE,ENFIELD AVENUE 2ND STREET,S_W188_001,12.954747,80.199021,80.1990207,12.9547472,Full
9213,N14,N188,MADIPAKKAM,KUBERA NAGAR EXT.,KUBERA NAGAR EXT. 8TH STREET,S_W188_001,12.958365,80.202801,80.2028006,12.9583651,Full
9214,N14,N188,MADIPAKKAM,KUBERA NAGAR EXT.,KUBERA NAGAR EXT. 8TH STREET,S_W188_002,12.95838,80.202731,80.2027309,12.95838,Empty
9215,N14,N188,MADIPAKKAM,SADASIVA NAGAR,SADASIVA NAGAR 4TH LINK RD,S_W188_001,12.963071,80.204082,80.2040821,12.9630713,Full
9216,N14,N188,MADIPAKKAM,KRISHNA NAGAR,KRISHNA NAGAR 4TH STREET,S_W188_001,12.954696,80.191907,80.1919068,12.9546957,Empty
9217,N14,N188,MADIPAKKAM,MATHURAKALI NAGAR,MATHURAKALI NAGAR,S_W188_001,12.95782,80.194082,80.194082,12.9578205,Full
9218,N14,N188,MADIPAKKAM,MATHURAKALI NAGAR,MATHURAKALI NAGAR,S_W188_002,12.957836,80.194107,80.1941073,12.9578362,Empty
9219,N14,N188,MADIPAKKAM,RAINBOW AVENUE,RAINBOW AVENUE,S_W188_001,12.955441,80.191884,80.1918844,12.9554415,Empty
9220,N14,N188,MADIPAKKAM,ANNA NAGAR MAIN ROAD,ANNA NAGAR MAIN ROAD,S_W188_001,12.953388,80.194646,80.1946457,12.9533879,Half Full
9221,N14,N188,MADIPAKKAM,ANNA NAGAR MAIN ROAD,ANNA NAGAR MAIN ROAD,S_W188_002,12.954164,80.195828,80.1958277,12.9541637,Full
9222,N14,N188,MADIPAKKAM,PERIYAR NAGAR,PEIYAR NAGAR EXTN. 1ST STREET,S_W188_001,12.958426,80.199939,80.1999391,12.9584259,Half Full
9223,N14,N189,Pallikaranai,Pallikaranai,Dr. Ambethkar Street-Pillayar Koil Street,S_W189_001,12.930924,80.208007,80.208007,12.9309238,Empty
9224,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil 7th Street,S_W189_001,12.930978,80.209205,80.2092054,12.9309777,Full
9225,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil Burrial Ground Sreet,S_W189_001,12.931845,80.203223,80.2032226,12.9318453,Full
9226,N14,N189,Pallikaranai,V.G.P. Shanthi Nagar,V.G.P. Shanthi Nagar V.O.C Street,S_W189_001,12.937587,80.214834,80.2148341,12.9375873,Half Full
9227,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil 3rd Street,S_W189_001,12.932185,80.20448,80.2044805,12.932185,Full
9228,N14,N189,Pallikaranai,Ma.Po.Ci Nagar,Ma.Po.Ci. Nagar 1st Street,S_W189_001,12.942863,80.209292,80.2092923,12.9428635,Empty
9229,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil 1st Street,S_W189_001,12.932903,80.204366,80.2043657,12.9329032,Half Full
9230,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 10th Street,S_W189_001,12.942338,80.21529,80.2152903,12.9423382,Full
9231,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman 12th Cross Street,S_W189_001,12.932855,80.211712,80.2117124,12.932855,Half Full
9232,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil 14th  Cross Street,S_W189_001,12.932342,80.207246,80.2072459,12.9323415,Full
9233,N14,N189,Pallikaranai,Labour Colony,Labour Colony,S_W189_001,12.93394,80.213673,80.2136735,12.9339403,Half Full
9234,N14,N189,Pallikaranai,Om Sakthi Nagar,Om Sakthi Nagar,S_W189_001,12.932857,80.213274,80.2132745,12.9328569,Empty
9235,N14,N189,Pallikaranai,Cindicate Bank Colony,Cindicate Bank Colony,S_W189_001,12.937904,80.214086,80.2140857,12.937904,Full
9236,N14,N189,Pallikaranai,Pallikaranai,Manimegalai 3rd Street,S_W189_001,12.931853,80.20318,80.2031797,12.9318526,Full
9237,N14,N189,Pallikaranai,V.G.P. Shanthi Nagar,V.G.P. Shanthi Nagar Elango Street Ext,S_W189_001,12.936714,80.212424,80.2124238,12.936714,Full
9238,N14,N189,Pallikaranai,Pallikaranai,Church Avenue,S_W189_001,12.934093,80.21277,80.2127696,12.934093,Full
9239,N14,N189,Pallikaranai,Astalakshmi  Avenue,Astalakshmi  Avenue 1st Street,S_W189_001,12.933499,80.206756,80.2067557,12.9334987,Empty
9240,N14,N189,Pallikaranai,Perumal Nagar,Perumal Nagar Main Road,S_W189_001,12.938207,80.210299,80.210299,12.9382071,Full
9241,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 5th  Street,S_W189_001,12.942354,80.208637,80.2086368,12.9423545,Full
9242,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 7th Street,S_W189_001,12.941828,80.2128,80.2128,12.9418278,Empty
9243,N14,N189,Pallikaranai,Meenatchipuram Street,Meenatchipuram 2nd Street,S_W189_001,12.938005,80.212865,80.2128651,12.9380052,Full
9244,N14,N189,Pallikaranai,I.I.T Colony,I. I. T Colony 3rd Main Road,S_W189_001,12.938941,80.20902,80.2090202,12.9389407,Empty
9245,N14,N189,Pallikaranai,Malligeswaran Nagar,Malligeswaran Nagar,S_W189_001,12.930277,80.214926,80.2149264,12.9302773,Empty
9246,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil 9th  Cross Street,S_W189_001,12.930997,80.212328,80.2123284,12.9309966,Half Full
9247,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 3rd Main Road,S_W189_001,12.94236,80.215083,80.2150829,12.9423596,Full
9248,N14,N189,Pallikaranai,I.I.T Colony,I. I. T Colony 1st Main Road,S_W189_001,12.937964,80.208394,80.2083939,12.9379639,Full
9249,N14,N189,Pallikaranai,I.I.T Colony,I. I. T Colony 1st Street,S_W189_001,12.938289,80.205747,80.2057474,12.9382887,Half Full
9250,N14,N189,Pallikaranai,Periyar Nagar Main Road,Periyar Nagar Main Road,S_W189_001,12.932749,80.208837,80.2088371,12.9327491,Empty
9251,N14,N189,Pallikaranai,Selvam Nagar,Selvam Nagar,S_W189_001,12.935713,80.205438,80.2054384,12.9357133,Half Full
9252,N14,N189,Pallikaranai,Labour Colony,Labour Colony 1st Cross Street,S_W189_001,12.933769,80.214978,80.214978,12.9337687,Half Full
9253,N14,N189,Pallikaranai,Pallikaranai,Kavimani 2nd Street,S_W189_001,12.932839,80.211627,80.2116271,12.9328394,Full
9254,N14,N189,Pallikaranai,Madaveethi Cross Street,Madaveethi Cross Street,S_W189_001,12.941363,80.206181,80.2061808,12.9413634,Full
9255,N14,N189,Pallikaranai,V.G.P. Shanthi Nagar,V.G.P. Shanthi Nagar Lakshmi Street Ext,S_W189_001,12.934854,80.214003,80.2140026,12.9348543,Full
9256,N14,N189,Pallikaranai,Manogar Nagar,Manogar Nagar 4th Street,S_W189_001,12.935411,80.209733,80.2097327,12.9354106,Half Full
9257,N14,N189,Pallikaranai,Pallikaranai,Thulukkanathamman Koil 15th Cross Street,S_W189_001,12.929005,80.207861,80.2078606,12.9290046,Full
9258,N14,N189,Pallikaranai,Krishna Nagar Main Road,Krishna Nagar Main Road,S_W189_001,12.9297,80.212394,80.2123939,12.9296997,Half Full
9259,N14,N189,Pallikaranai,Selvam Nagar,Selvam Nagar Cross Street,S_W189_001,12.935799,80.206093,80.2060928,12.9357988,Full
9260,N14,N189,Pallikaranai,Rajalaksmi Nagar Main Road,Rajalaksmi Nagar Main Road,S_W189_001,12.928279,80.210343,80.2103432,12.9282793,Full
9261,N14,N189,Pallikaranai,Arun Nagar,Arun Nagar,S_W189_001,12.931951,80.211175,80.211175,12.9319512,Full
9262,N14,N189,Pallikaranai,Parasuram Nagar Main Road,Parasuram Nagar Main Road,S_W189_001,12.935443,80.204289,80.2042885,12.9354433,Full
9263,N14,N189,Pallikaranai,Veerathamman 2nd Cross Street,Veerathamman 2nd Cross Street,S_W189_001,12.932902,80.20426,80.2042603,12.9329022,Full
9264,N14,N189,Pallikaranai,Ma.Po.Ci Nagar,Ma.Po.Ci. Nagar  3rd Street,S_W189_001,12.942889,80.209255,80.2092548,12.9428885,Full
9265,N14,N189,Pallikaranai,Pallikaranai,Dr. Ambethkar Street,S_W189_001,12.930981,80.208055,80.2080546,12.9309809,Full
9266,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar  2nd Main Road,S_W189_001,12.939677,80.214282,80.2142816,12.9396775,Full
9267,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar  1st Street,S_W189_001,12.942552,80.20776,80.2077605,12.9425518,Full
9268,N14,N189,Pallikaranai,Rajalaksmi Nagar 8th Cross Street,Rajalaksmi Nagar 8th Cross Street,S_W189_001,12.928377,80.210311,80.2103112,12.9283768,Full
9269,N14,N189,Pallikaranai,Parasuram Nagar,Parasuram Nagar Cross Street,S_W189_001,12.934033,80.204052,80.2040524,12.9340325,Half Full
9270,N14,N189,Pallikaranai,Pallikaranai,Thullukkanathamman Koil  6th Street,S_W189_001,12.932396,80.207216,80.2072164,12.9323957,Empty
9271,N14,N189,Pallikaranai,V.G.P. Shanthi Nagar,V.G.P. Shanthi Nagar Raja Veethi,S_W189_001,12.935248,80.211961,80.2119614,12.9352478,Full
9272,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 6th Street,S_W189_001,12.941852,80.210921,80.2109214,12.9418518,Half Full
9273,N14,N189,Pallikaranai,Adhi sami Nagar,Adhi sami Nagar 1st Street,S_W189_001,12.932435,80.210647,80.2106469,12.9324346,Full
9274,N14,N189,Pallikaranai,Manogar Nagar Main Road,Manogar Nagar Main Road,S_W189_001,12.935348,80.209775,80.2097748,12.9353482,Full
9275,N14,N189,Pallikaranai,Arun Nagar,Arun Nagar 2nd Street,S_W189_001,12.931988,80.211095,80.2110952,12.9319883,Full
9276,N14,N189,Pallikaranai,Nagammal Avenue,Nagammal Avenue,S_W189_001,12.940249,80.209936,80.2099365,12.9402487,Full
9277,N14,N189,Pallikaranai,Sengalaniyamman Koil Street,Sengalaniyamman Koil Street,S_W189_001,12.940236,80.209133,80.2091335,12.9402355,Full
9278,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 3rd Cross Street,S_W189_001,12.942343,80.20865,80.2086496,12.9423433,Full
9279,N14,N189,Pallikaranai,Kamakotti Nagar,Kamakotti Nagar 5th Cross Street,S_W189_001,12.940199,80.209878,80.2098784,12.9401987,Full
9280,N14,N189,Pallikaranai,Pallikaranai,Sengazhani Amman Koil 1st Cross Street,S_W189_001,12.932198,80.204529,80.2045287,12.9321985,Full
9281,N14,N189,PALLIKARANAI,A.G.S. COLONY,A.G.S. COLONY,S_W189_001,12.939434,80.215615,80.2156147,12.9394344,Half Full
9282,N14,N189,PALLIKARANAI,KAVIMANI  STREET,KAVIMANI 1ST STREET,S_W189_001,12.93386,80.210602,80.2106024,12.9338602,Full
9283,N14,N189,PALLIKARANAI,PALLIKARANAI,VELACHERY MAIN ROAD,S_W189_001,12.942955,80.207744,80.2077435,12.9429552,Full
9284,N14,N189,PALLIKARANAI,PALLIKARANAI,VELACHERY MAIN ROAD,S_W189_002,12.942939,80.207784,80.2077839,12.9429394,Full
9285,N14,N190,Pallikaranai,Vallal Pari Nagar,Vallal Pari Nagar 10th Street,S_W190_001,12.927587,80.208638,80.2086382,12.9275865,Half Full
9286,N14,N190,Pallikaranai,City babu Nagar 1st Street,City babu Nagar 1st Street,S_W190_005,12.935363,80.201716,80.2017158,12.9353629,Empty
9287,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,G_W190_001,12.930553,80.202903,80.2029028,12.9305535,Empty
9288,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,G_W190_002,12.928297,80.199749,80.1997494,12.9282972,Empty
9289,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,G_W190_003,12.927488,80.198225,80.1982252,12.9274879,Empty
9290,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,G_W190_004,12.926757,80.197774,80.197774,12.9267573,Empty
9291,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,G_W190_005,12.926678,80.197764,80.1977639,12.9266775,Full
9292,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_001,12.924149,80.197466,80.1974663,12.9241492,Full
9293,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_002,12.925606,80.197405,80.1974054,12.9256064,Full
9294,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_003,12.926731,80.197614,80.1976139,12.9267307,Full
9295,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_004,12.927295,80.19791,80.1979095,12.9272951,Full
9296,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_005,12.928001,80.198773,80.1987728,12.9280006,Full
9297,N14,N190,Pallikaranai,Pallikaranai,Velachery Main Road,S_W190_006,12.928392,80.199645,80.1996449,12.9283923,Full
