OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
3411,N06,N066,Peravallur,Peravallur,Paper Mills Road,G_W066_001,13.118541,80.226169,80.2261687,13.1185406,Empty
3412,N06,N066,Peravallur,Peravallur,Paper Mills Road,G_W066_002,13.118554,80.226157,80.2261572,13.1185539,Empty
3413,N06,N066,Peravallur,Peravallur,Paper Mills Road,G_W066_003,13.118509,80.226226,80.2262258,13.1185092,Full
3414,N06,N066,Peravallur,Peravallur,Paper Mills Road,S_W066_001,13.11656,80.230887,80.2308874,13.1165601,Full
3415,N06,N066,Peravallur,Peravallur,Paper Mills Road,S_W066_002,13.117732,80.228368,80.2283678,13.1177324,Empty
3416,N06,N066,Peravallur,Peravallur,Paper Mills Road,S_W066_003,13.11802,80.227427,80.2274268,13.1180204,Half Full
3417,N06,N066,Peravallur,Vetri Nagar,Suganraj Street,S_W066_001,13.12178,80.230507,80.2305065,13.12178,Full
3418,N06,N066,Peravallur,Vetri Nagar,Suganraj Street,S_W066_002,13.121729,80.230672,80.2306722,13.1217289,Empty
3419,N06,N066,Peravallur,Periyar Nagar,Venkatesan Salai,S_W066_001,13.112359,80.223344,80.2233445,13.1123591,Half Full
3420,N06,N066,Peravallur,Periyar Nagar,Venkatesan Salai,S_W066_002,13.113636,80.220106,80.2201063,13.1136363,Full
3421,N06,N066,Peravallur,Periyar Nagar,Venkatesan Salai,S_W066_003,13.113691,80.220111,80.2201108,13.1136912,Full
3422,N06,N066,Peravallur,Periyar Nagar,Periyar Nagar 4th Street,G_W066_001,13.114772,80.226018,80.2260183,13.1147717,Full
3423,N06,N066,Peravallur,Periyar Nagar,Periyar Nagar 4th Street,G_W066_002,13.114847,80.226054,80.2260536,13.1148466,Full
3424,N06,N066,Peravallur,Periyar Nagar,Periyar Nagar 4th Street,G_W066_003,13.11489,80.226001,80.2260007,13.11489,Half Full
3425,N06,N066,Peravallur,Periyar Nagar,Periyar Nagar 4th Street,G_W066_004,13.114811,80.226002,80.2260022,13.1148105,Empty
3426,N06,N066,Peravallur,Vetri Nagar,K.C. Garden 1st Cross Street,S_W066_001,13.114734,80.228184,80.228184,13.1147341,Full
3427,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Circular Road,S_W066_001,13.116553,80.228633,80.2286326,13.1165532,Full
3428,N06,N066,Peravallur,Periyar Nagar,Periyar Nagar 5th Cross Street,S_W066_001,13.114009,80.225606,80.225606,13.1140085,Half Full
3429,N06,N066,Peravallur,Vetri Nagar,K.C. Garden 4th Street 4th Cross Street,S_W066_001,13.118134,80.230878,80.2308779,13.118134,Full
3430,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Main Road,G_W066_001,13.111547,80.226859,80.226859,13.1115472,Full
3431,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Main Road,G_W066_002,13.111497,80.22689,80.2268903,13.1114971,Full
3432,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Main Road,G_W066_003,13.111463,80.226841,80.226841,13.1114626,Full
3433,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Main Road,G_W066_004,13.111465,80.226831,80.2268308,13.1114646,Half Full
3434,N06,N066,Peravallur,Jawahar Nagar,Jawahar Nagar 5th Main Road,G_W066_005,13.111484,80.226843,80.2268428,13.111484,Half Full
3435,N06,N066,Peravallur,Ram Nagar,Ramnagar 3rd Main Road,G_W066_001,13.120943,80.228908,80.2289083,13.1209434,Empty
3436,N06,N066,Peravallur,Ram Nagar,Ramnagar 3rd Main Road,G_W066_002,13.120943,80.228908,80.2289083,13.1209434,Empty
3437,N06,N066,Peravallur,Ram Nagar,Ramnagar 3rd Main Road,G_W066_003,13.120965,80.228902,80.2289017,13.1209649,Full
3438,N06,N066,Peravallur,Ram Nagar,Ramnagar 3rd Main Road,G_W066_004,13.120931,80.228895,80.228895,13.1209308,Full
3439,N06,N066,Peravallur,Ram Nagar,Ramnagar 3rd Main Road,G_W066_005,13.12089,80.22885,80.2288505,13.1208895,Half Full
3440,N06,N066,Peravallur,Ram Nagar,Ramamoorthy Colony 3rd Cross Street,S_W066_001,13.119849,80.230003,80.230003,13.1198488,Full
3441,N06,N066,Peravallur,Vetri Nagar,RAM NAGAR 1ST EXTN. SALAI,S_W066_001,13.119988,80.227564,80.2275639,13.1199883,Full
3442,N06,N067,Peravallur,Agaram,Somaramasami 3rd Lane,S_W067_001,13.110242,80.235091,80.2350915,13.1102425,Full
3443,N06,N067,Peravallur,Agaram,Parthasarathy Street,S_W067_001,13.111717,80.232727,80.2327268,13.1117172,Full
3444,N06,N067,Peravallur,Agaram,Parthasarathy Street,S_W067_002,13.111731,80.232738,80.2327378,13.1117307,Empty
3445,N06,N067,Peravallur,Agaram,Parthasarathy Street,S_W067_003,13.111884,80.232685,80.2326854,13.1118844,Empty
3446,N06,N067,Peravallur,Gopal Colony Agaram,Gopal Colony West Main Road,S_W067_001,13.111819,80.231946,80.2319459,13.111819,Full
3447,N06,N067,Peravallur,Sai Nagar  Agaram,Sai Nagar 1st Street,S_W067_001,13.109943,80.215518,80.2155178,13.1099429,Half Full
3448,N06,N067,Peravallur,Sai Nagar  Agaram,Sai Nagar 1st Street,S_W067_002,13.110099,80.213905,80.2139053,13.1100986,Full
3449,N06,N067,Peravallur,Agaram,Thanthoni Amman Koil Street,G_W067_001,13.111811,80.231992,80.2319919,13.1118111,Full
3450,N06,N067,Peravallur,Agaram,Thanthoni Amman Koil Street,G_W067_002,13.111823,80.232031,80.232031,13.1118226,Full
3451,N06,N067,Peravallur,Agaram,Thanthoni Amman Koil Street,G_W067_003,13.111803,80.232044,80.2320439,13.1118032,Full
3452,N06,N067,Peravallur,Agaram,Thanthoni Amman Koil Street,G_W067_004,13.111869,80.232065,80.232065,13.1118692,Full
3453,N06,N067,Peravallur,Agaram,Thanthoni Amman Koil Street,G_W067_005,13.111824,80.232024,80.2320242,13.1118243,Full
3454,N06,N067,Peravallur,Gopal Colony Agaram,Gopal Colony East Main Road,S_W067_001,13.113442,80.234293,80.234293,13.1134421,Full
3455,N06,N067,Peravallur,Agaram,Chitharanjan Nagar,G_W067_001,13.10905,80.223777,80.223777,13.1090504,Half Full
3456,N06,N067,Peravallur,Agaram,Chitharanjan Nagar,G_W067_002,13.109023,80.223734,80.2237342,13.1090234,Empty
3457,N06,N067,Peravallur,Agaram,Buttmodu Lal Bahadur Sastri Street (11th Street) Gkm Colony,S_W067_001,13.109312,80.225451,80.2254512,13.1093122,Full
3458,N06,N067,Peravallur,Agaram,Somaiah Raja Street,S_W067_001,13.109524,80.231183,80.2311833,13.1095245,Half Full
3459,N06,N067,Peravallur,Agaram,Amirthammal Colony,S_W067_001,13.11416,80.231503,80.2315031,13.1141604,Half Full
3460,N06,N067,Peravallur,Agaram,Amirthammal Colony,S_W067_002,13.113178,80.231544,80.2315436,13.1131776,Full
3461,N06,N067,Peravallur,Agaram,Rangasayee Street,S_W067_001,13.10905,80.233427,80.2334266,13.1090501,Full
3462,N06,N067,Peravallur,Agaram,Rangasayee Street,S_W067_002,13.108875,80.234427,80.2344268,13.1088754,Full
3463,N06,N067,Peravallur,Agaram,Market Street,S_W067_001,13.109499,80.236342,80.2363415,13.1094992,Full
3464,N06,N067,Peravallur,Agaram,Manikka Vinayagar Koil Street,S_W067_001,13.108941,80.235112,80.2351119,13.1089406,Full
3465,N06,N067,Peravallur,Agaram,Manikka Vinayagar Koil Street,S_W067_002,13.108989,80.235122,80.2351218,13.1089891,Full
3466,N06,N067,Peravallur,Agaram,Loco Works 1st.Street,G_W067_001,13.108348,80.228826,80.2288263,13.1083484,Half Full
3467,N06,N067,Peravallur,Agaram,Loco Works 1st.Street,G_W067_002,13.108228,80.229888,80.2298879,13.1082276,Half Full
3468,N06,N067,Peravallur,Agaram,Buttmodu Karunanithi Street (9th Street),G_W067_001,13.111819,80.231946,80.2319459,13.111819,Empty
3469,N06,N067,Peravallur,Agaram,Buttmodu Karunanithi Street (9th Street),G_W067_002,13.111839,80.232019,80.2320195,13.1118387,Empty
3470,N06,N067,Peravallur,Agaram,Srp Koil Street (South),S_W067_001,13.115347,80.231462,80.2314624,13.1153465,Empty
3471,N06,N067,Peravallur,Agaram,Loco Works Road,G_W067_001,13.108427,80.228023,80.2280227,13.1084274,Full
3472,N06,N067,Peravallur,Agaram,Jaganatha Raja Street,S_W067_001,13.112076,80.232685,80.2326849,13.1120762,Half Full
3473,N06,N067,Peravallur,Agaram,Venkateswara Nagar Bharathiyar Street,G_W067_001,13.109297,80.219963,80.2199629,13.1092975,Full
3474,N06,N067,Peravallur,Agaram,Venkateswara Nagar Bharathiyar Street,G_W067_002,13.114707,80.232944,80.2329438,13.114707,Full
3475,N06,N067,Peravallur,Agaram,Venkateswara Nagar Bharathiyar Street,G_W067_003,13.109294,80.220004,80.2200041,13.1092942,Full
3476,N06,N067,Peravallur,Agaram,Loco Works Road 1st Lane,S_W067_001,13.111823,80.231952,80.2319517,13.1118227,Half Full
3477,N06,N067,Peravallur,Agaram,Chinnasamy Raja Street,G_W067_001,13.11188,80.232628,80.2326281,13.1118798,Full
3478,N06,N067,Peravallur,Agaram,Chinnasamy Raja Street,G_W067_002,13.111876,80.232606,80.2326061,13.1118764,Empty
3479,N06,N067,Peravallur,Agaram,Bissat Road,S_W067_001,13.108371,80.232888,80.2328882,13.1083711,Full
3480,N06,N067,Peravallur,A. A Nagar,KALAI VANE STREET,G_W067_002,13.112234,80.231836,80.2318362,13.1122342,Half Full
3481,N06,N067,Peravallur,A. A Nagar,KALAI VANE STREET,G_W067_001,13.109557,80.218429,80.2184295,13.1095572,Empty
3482,N06,N067,Peravallur,Gandhi Nagar  Agaram,GANDHI NAGAR WATER WORKS ROAD AND JUMBULINGAM STREET,S_W067_001,13.112132,80.231694,80.2316943,13.1121324,Full
3483,N06,N067,Peravallur,Peravallur,MUTHUKUMARAPPA ROAD,S_W067_001,13.108978,80.222964,80.2229639,13.1089785,Half Full
3484,N06,N067,Peravallur,Peravallur,MUTHUKUMARAPPA ROAD,S_W067_002,13.109098,80.222192,80.2221922,13.1090982,Empty
3485,N06,N068,Sembium,Teeds Garden,Teeds Garden 1st Street,S_W068_001,13.114005,80.235284,80.235284,13.1140052,Empty
3486,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),G_W069_001,13.120699,80.232457,80.2324567,13.1206986,Full
3487,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),G_W069_002,13.120784,80.232444,80.2324438,13.1207845,Full
3488,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),G_W069_003,13.120821,80.232482,80.2324816,13.1208213,Full
3489,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),G_W069_004,13.120754,80.23244,80.2324396,13.1207541,Empty
3490,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),S_W068_001,13.117402,80.231764,80.2317637,13.1174016,Full
3491,N06,N068,Sembium,Sembium,S.R.P.Koil Street (North),S_W068_002,13.117422,80.231765,80.2317648,13.1174217,Full
3492,N06,N068,Sembium,Sembium,Park Street,S_W068_001,13.113549,80.235432,80.2354315,13.1135488,Half Full
3493,N06,N068,Sembium,Sembium,State Bank Colony,S_W068_001,13.117469,80.240325,80.2403247,13.1174686,Half Full
3494,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_001,13.121405,80.234297,80.2342975,13.1214053,Full
3495,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_002,13.121487,80.234305,80.2343052,13.1214873,Empty
3496,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_003,13.121464,80.234344,80.2343444,13.1214644,Full
3497,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_004,13.121454,80.234298,80.2342983,13.1214538,Half Full
3498,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_005,13.122174,80.237337,80.2373372,13.122174,Full
3499,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_006,13.121494,80.234314,80.2343142,13.1214942,Full
3500,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_007,13.121456,80.234317,80.2343169,13.1214556,Full
3501,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_008,13.121427,80.234308,80.2343084,13.1214271,Half Full
3502,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_009,13.122136,80.237404,80.2374041,13.1221364,Full
3503,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_010,13.122195,80.237649,80.2376492,13.1221954,Full
3504,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_011,13.122226,80.237686,80.2376865,13.1222256,Empty
3505,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_012,13.122162,80.237679,80.2376791,13.1221622,Full
3506,N06,N068,Sembium,Sembium,Pallavan Salai,G_W069_013,13.12219,80.23767,80.2376702,13.1221899,Empty
3507,N06,N068,Sembium,Sembium,Pallavan Salai,S_W068_001,13.121297,80.233516,80.2335162,13.1212974,Empty
3508,N06,N068,Sembium,Sembium,Pallavan Salai,S_W068_002,13.12192,80.236515,80.2365155,13.1219196,Full
3509,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,G_W069_001,13.117678,80.238276,80.2382764,13.1176782,Half Full
3510,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,G_W069_002,13.117668,80.238289,80.2382889,13.1176676,Empty
3511,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,G_W069_003,13.117672,80.238276,80.2382756,13.1176721,Full
3512,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_001,13.117531,80.239125,80.2391254,13.1175312,Empty
3513,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_002,13.117439,80.239179,80.2391787,13.1174388,Half Full
3514,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_003,13.117179,80.239291,80.2392911,13.1171789,Empty
3515,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_004,13.117517,80.239137,80.2391369,13.1175168,Empty
3516,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_005,13.117484,80.23915,80.2391503,13.1174844,Empty
3517,N06,N068,Sembium,Maduraisamy Madam,Maduraisamy Madam Street,S_W068_006,13.117501,80.239066,80.2390661,13.1175009,Full
3518,N06,N068,Sembium,Sembium,Kennedy Square Main Road,S_W068_001,13.120142,80.236475,80.2364746,13.1201419,Half Full
3519,N06,N068,Sembium,Sembium,Thiru-Vi-Ka Nagar (37 Roads),S_W069_002,13.120437,80.233553,80.2335527,13.1204367,Full
3520,N06,N068,Sembium,Sembium,Thiru-Vi-Ka Nagar (37 Roads),S_W069_003,13.119515,80.233553,80.233553,13.1195155,Full
3521,N06,N068,Sembium,Sembium,Thiru-Vi-Ka Nagar (37 Roads),S_W068_001,13.122194,80.233621,80.2336206,13.1221936,Full
3522,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_001,13.118599,80.232833,80.2328327,13.1185991,Full
3523,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_002,13.118594,80.23287,80.2328697,13.1185935,Full
3524,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_003,13.118611,80.232882,80.2328821,13.1186111,Full
3525,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_004,13.118596,80.232902,80.2329017,13.1185957,Half Full
3526,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_005,13.118576,80.233117,80.2331168,13.118576,Full
3527,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_006,13.118586,80.233146,80.2331462,13.1185856,Full
3528,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_007,13.118539,80.23312,80.2331203,13.1185393,Half Full
3529,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_008,13.118582,80.233118,80.2331185,13.1185823,Full
3530,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_009,13.11858,80.232829,80.232829,13.1185801,Full
3531,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_010,13.118535,80.232961,80.2329613,13.1185352,Full
3532,N06,N068,Sembium,Sembium,E.S.I. Hospital Road,G_W069_011,13.118609,80.232844,80.2328435,13.1186089,Full
3533,N06,N068,Sembium,Janakiram Nagar,Janakiram Nagar 1st Lane,S_W068_001,13.117642,80.236598,80.2365979,13.1176416,Empty
3534,N06,N068,Sembium,George Colony,Bharathi Street,S_W069_001,13.11832,80.234068,80.2340684,13.1183195,Half Full
3535,N06,N068,Sembium,George Colony,Bharathi Street,S_W069_002,13.118335,80.234079,80.234079,13.1183347,Full
3536,N06,N068,Sembium,Sembium,Paper Mills Road,S_W068_001,13.115665,80.232438,80.2324381,13.1156652,Full
3537,N06,N068,Sembium,Sembium,Paper Mills Road,S_W068_002,13.117378,80.231786,80.231786,13.1173781,Full
3538,N06,N068,Sembium,Sembium,Thillainayagam 6th Street,S_W068_001,13.116643,80.237227,80.237227,13.1166435,Full
3539,N06,N069,Ayanavaram,Nagammaiyar Nagar,Madurai Pillai Street,S_W069_001,13.101231,80.236917,80.2369168,13.1012306,Full
3540,N06,N069,Perambur,Sembium,Bunder Garden Street,S_W069_001,13.111075,80.241975,80.2419751,13.1110752,Full
3541,N06,N069,Perambur,Sembium,Bunder Garden Street,S_W069_002,13.111139,80.24195,80.2419499,13.1111387,Full
3542,N06,N069,Perambur,Sembium,Bunder Garden Street,S_W069_003,13.110069,80.24158,80.24158,13.110069,Full
3543,N06,N069,Ayanavaram,Nagammaiyar Nagar,Mylappa Gramani Street,S_W069_001,13.102333,80.241724,80.2417236,13.1023326,Half Full
3544,N06,N069,Ayanavaram,Nagammaiyar Nagar,Mylappa Gramani Street,S_W069_002,13.099873,80.241277,80.2412773,13.0998729,Full
3545,N06,N069,Ayanavaram,Nagammaiyar Nagar,Kasivisuvanathar Koil Street,S_W069_001,13.097937,80.241473,80.2414735,13.0979366,Full
3546,N06,N069,Ayanavaram,Nagammaiyar Nagar,Annaisathya Nagar,S_W069_001,13.098056,80.242306,80.2423057,13.0980558,Full
3547,N06,N069,Ayanavaram,Nagammaiyar Nagar,Tikkakulam Street,S_W069_001,13.103557,80.241967,80.2419671,13.1035573,Empty
3548,N06,N069,Perambur,Ramana Nagar Siruvallur,Ragavan Street,S_W069_001,13.112882,80.238847,80.2388468,13.1128817,Full
3549,N06,N069,Perambur,Ramana Nagar Siruvallur,Ragavan Street,S_W069_002,13.112864,80.238854,80.2388542,13.1128642,Full
3550,N06,N069,Perambur,Ramana Nagar Siruvallur,Ragavan Street,S_W069_003,13.113243,80.24008,80.24008,13.1132435,Half Full
3551,N06,N069,Perambur,Ramana Nagar Siruvallur,Ragavan Street,S_W069_004,13.112627,80.238332,80.2383317,13.1126272,Half Full
3552,N06,N069,Perambur,Ramana Nagar Siruvallur,Vekateshwara Nagar,S_W069_001,13.126723,80.243126,80.2431263,13.1267229,Empty
3553,N06,N069,Perambur,Ramana Nagar Siruvallur,Vekateshwara Nagar,S_W069_002,13.126811,80.243159,80.2431587,13.1268107,Full
3554,N06,N069,Perambur,Siruvallur,Foxen Street,S_W069_002,13.109856,80.237521,80.2375212,13.1098559,Empty
3555,N06,N069,Perambur,Siruvallur,Foxen Street,S_W069_001,13.109845,80.237577,80.2375766,13.1098451,Half Full
3556,N06,N069,Perambur,Siruvallur,Foxen Street,S_W069_003,13.110963,80.237665,80.2376645,13.1109633,Full
3557,N06,N069,Perambur,Siruvallur,Siruvallur Highroad,G_W069_001,13.108193,80.238873,80.2388726,13.1081929,Empty
3558,N06,N069,Perambur,Siruvallur,Siruvallur Highroad,G_W069_002,13.108252,80.239475,80.2394751,13.1082517,Full
3559,N06,N069,Perambur,Madumanagar Siruvallur,Kabilar Street,S_W069_001,13.120818,80.242745,80.2427454,13.1208183,Empty
3560,N06,N069,Perambur,Ramana Nagar Siruvallur,Gowthamapuram Scb Quarters Houses,S_W069_001,13.119957,80.244998,80.2449976,13.1199571,Full
3561,N06,N069,Perambur,Siruvallur,S.S.V.Koil 2nd Street 1st Lane,S_W069_001,13.119285,80.242632,80.242632,13.1192854,Full
3562,N06,N069,Perambur,Perambur Sembium,Paper Mills Road,G_W069_001,13.110647,80.240303,80.2403025,13.1106472,Empty
3563,N06,N069,Perambur,Perambur Sembium,Paper Mills Road,S_W069_002,13.110637,80.240272,80.2402724,13.1106369,Half Full
3564,N06,N069,Ayanavaram,Nagammaiyar Nagar,Ponnuvelpuram 5th Street,S_W069_001,13.10195,80.243018,80.2430181,13.1019504,Full
3565,N06,N069,Ayanavaram,Nagammaiyar Nagar,Vasantha Garden 1st Lane,S_W069_001,13.100977,80.238359,80.2383592,13.1009775,Full
3566,N06,N069,Ayanavaram,Nagammaiyar Nagar,Pilkingtoan Road,G_W069_001,13.100997,80.240144,80.2401443,13.1009971,Empty
3567,N06,N069,Ayanavaram,Nagammaiyar Nagar,Pilkingtoan Road,S_W069_001,13.098236,80.239402,80.239402,13.0982359,Half Full
3568,N06,N069,Ayanavaram,Nagammaiyar Nagar,Anderson Road,G_W069_001,13.098256,80.242419,80.2424189,13.0982563,Full
3569,N06,N069,Ayanavaram,Nagammaiyar Nagar,Anderson Road,S_W069_001,13.102455,80.242174,80.2421739,13.1024553,Full
3570,N06,N069,Ayanavaram,Nagammaiyar Nagar,Anderson Road,S_W069_002,13.100124,80.241643,80.2416434,13.1001243,Full
3571,N06,N069,Ayanavaram,Nagammaiyar Nagar,Vasantha Garden 3rd Lane,S_W069_001,13.100977,80.238359,80.2383592,13.1009775,Empty
3572,N06,N069,Perambur,Siruvallur,SHANTHI NAGAR 2ND LANE,S_W069_001,13.118172,80.240916,80.2409156,13.1181718,Full
3573,N06,N069,Ayanavaram,Nagammaiyar Nagar,BANGAR STREET,S_W069_001,13.099675,80.24053,80.2405301,13.0996748,Full
3574,N06,N069,Ayanavaram,Nagammaiyar Nagar,BANGAR STREET,S_W069_002,13.099547,80.241671,80.2416714,13.0995472,Empty
3575,N06,N069,Perambur,Chinnaya Colony,MADHAVARAM HIGH ROAD 2ND STREET,G_W069_001,13.082522,80.27132,80.27132,13.082522,Empty
3576,N06,N069,Perambur,Chinnaya Colony,MADHAVARAM HIGH ROAD 2ND STREET,G_W069_002,13.119293,80.242666,80.2426664,13.119293,Full
3577,N06,N069,Perambur,Chinnaya Colony,MADHAVARAM HIGH ROAD 2ND STREET,G_W069_003,13.122673,80.242355,80.2423554,13.1226731,Empty
3578,N06,N069,Perambur,Chinnaya Colony,MADHAVARAM HIGH ROAD 2ND STREET,G_W069_004,13.119358,80.242674,80.2426738,13.1193585,Empty
3579,N06,N069,Perambur,Chinnaya Colony,MADHAVARAM HIGH ROAD 2ND STREET,G_W069_005,13.120775,80.242668,80.242668,13.1207746,Empty
3580,N06,N070,Jamaliya,Jamaliya,Perambur High Road,S_W072_001,13.106793,80.24784,80.2478401,13.1067928,Full
3581,N06,N070,Jamaliya,Jamaliya,Perambur High Road,S_W072_002,13.106821,80.247898,80.2478976,13.106821,Full
3582,N06,N070,Perambur,Perambur,Perambur High Road,S_W070_001,13.108059,80.247073,80.2470731,13.1080589,Empty
3583,N06,N070,Perambur,Perambur,J.J. Scheme Road,G_W072_001,13.111306,80.245328,80.2453276,13.1113062,Full
3584,N06,N070,Perambur,Perambur,J.J. Scheme Road,G_W072_002,13.111341,80.245348,80.2453477,13.1113405,Full
3585,N06,N070,Perambur,Perambur,J.J. Scheme Road,G_W072_003,13.111384,80.245389,80.2453888,13.1113841,Full
3586,N06,N070,Perambur,Perambur,J.J. Scheme Road,G_W072_004,13.111332,80.245366,80.245366,13.1113323,Full
3587,N06,N070,Perambur,Nelvayal Nagar,Muthukumarasamy Street,G_W072_001,13.108772,80.251614,80.2516142,13.1087725,Full
3588,N06,N070,Perambur,Nelvayal Nagar,Muthukumarasamy Street,G_W072_002,13.108835,80.251624,80.2516236,13.1088355,Half Full
3589,N06,N070,Perambur,Nelvayal Nagar,Muthukumarasamy Street,G_W072_003,13.108851,80.251608,80.2516085,13.108851,Empty
3590,N06,N070,Perambur,Nelvayal Nagar,Muthukumarasamy Street,G_W072_004,13.108825,80.251615,80.2516152,13.1088252,Empty
3591,N06,N070,Perambur,Perambur,School Road,S_W072_001,13.111637,80.244224,80.2442244,13.1116367,Half Full
3592,N06,N070,Perambur,Perambur,Anandavelu Street,S_W072_001,13.109211,80.242357,80.242357,13.1092111,Full
3593,N06,N070,Perambur,Perambur,Gurumoorthy Garden Street,S_W070_001,13.111269,80.243743,80.2437431,13.1112689,Full
3594,N06,N070,Perambur,Perambur,Madhavaram High Road,G_W072_003,13.110096,80.243691,80.2436906,13.110096,Full
3595,N06,N070,Perambur,Perambur,Madhavaram High Road,S_W070_001,13.111864,80.243544,80.2435436,13.1118636,Half Full
3596,N06,N070,Perambur,Perambur,Madhavaram High Road,G_W072_001,13.110858,80.248809,80.2488095,13.1108576,Half Full
3597,N06,N070,Perambur,Perambur,Madhavaram High Road,G_W072_002,13.110096,80.243691,80.2436906,13.110096,Half Full
3598,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,S_W070_001,13.114804,80.252256,80.2522556,13.1148035,Full
3599,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,S_W070_002,13.115384,80.251141,80.2511411,13.1153842,Full
3600,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,S_W070_003,13.115431,80.251137,80.2511366,13.1154312,Empty
3601,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,G_W072_001,13.115451,80.25112,80.2511199,13.1154512,Half Full
3602,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,G_W072_002,13.115441,80.249526,80.2495263,13.1154413,Full
3603,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,G_W072_003,13.115377,80.251099,80.2510994,13.1153766,Full
3604,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,G_W072_004,13.115437,80.249567,80.2495672,13.1154367,Full
3605,N06,N070,Perambur,Perambur,Melpatti Ponnappan Salai,G_W072_005,13.115371,80.25111,80.2511098,13.1153709,Full
3606,N06,N070,Perambur,Nelvayal Nagar,Subramani Street,S_W070_001,13.112268,80.24717,80.2471701,13.1122677,Full
3607,N06,N070,Perambur,Nelvayal Nagar,Subramani Street,S_W070_002,13.112268,80.247092,80.247092,13.1122682,Full
3608,N06,N070,Perambur,Perambur,Bharathi Road,G_W072_001,13.108715,80.247883,80.2478828,13.1087154,Full
3609,N06,N070,Perambur,Perambur,Bharathi Road,G_W072_002,13.10867,80.247866,80.2478659,13.1086703,Full
3610,N06,N070,Perambur,Perambur,Bharathi Road,G_W072_003,13.10867,80.247866,80.2478659,13.1086703,Full
3611,N06,N070,Perambur,Perambur,Bharathi Road,G_W072_004,13.108689,80.247871,80.2478709,13.1086891,Full
3612,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,S_W072_001,13.107127,80.247063,80.2470634,13.1071273,Empty
3613,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,S_W072_002,13.107127,80.247063,80.2470634,13.1071273,Empty
3614,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,S_W072_003,13.105502,80.252138,80.252138,13.1055019,Empty
3615,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_001,13.105502,80.252138,80.252138,13.1055019,Half Full
3616,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_002,13.105522,80.252061,80.2520612,13.1055221,Full
